line_number,ground_truth,prediction,transkribus,cer,wer,bwer
11,vnd blyben etwan dick fünffzehen oder zweintzig tag by,vnd blyßen erwan dieꝛ fünffzehen oder zweintzig tag by,vnd blyben etwan dick funffzehen oder zweintzig tag by,0.07407407407407407,0.3333333333333333,0.3333333333333333
12,ienen ſtets vn̄ früntlich als liebe geſte mit ynen redende,jenen ſtets vn̄ frümlich als liebe geſte mit ynen redende,ienen stets vn̄ fruntlich als liebe geste mit ynen redende,0.05172413793103448,0.2,0.2
13,als du harnach vermercken würſt/ ye doch ſo iſt diſer be,als du harnach vermercken würſt/ye doch ſo iſt dieſer ſe,als du harnach vermercken würst/ ye doch so ist diser be,0.05357142857142857,0.36363636363636365,0.36363636363636365
14,wonten lantſchafft teyl in der krummen ſchnuͦr Dorrida,wonten lantſchafft teyl in der krummen ſchnur ſchriſ,wonten lantschafft teyl in der krummen schnuͤr Sorrida,0.1111111111111111,0.25,0.25
15,zona innerthalb der lynien equinoctialem gegē dē hymel,zona innerthalb der lynien equinoctialem gegē dē hymel,sona innerthalb der lanien equinoctialem gege de hymel,0.0,0.25,0.25
16,gegent Antarticuſ den ſin anfang hept an im achtē grad,gegent Anuerticus deñ sin anfang hept an um achte grad,gegent Antarticus den sin anfang hept an im achte grad,0.12962962962962962,0.5,0.5
17,über die equinoctial/ Nach diſem landſſtaden ſchiffeten,über die equinoctial/ Nach disem landſtaden ſchiffeten,über die equinoctial / Nach disem landsstaden schiffeten,0.03636363636363636,0.2857142857142857,0.2857142857142857
18,wir ſo lang das wir über vnd für fuͦren des Steinbocks,wie ſo lang das wir über vnd für ſitzen des Steinbocks,wir so lang das wir über vnd für fiͤren des Steinbocks,0.09259259259259259,0.18181818181818182,0.18181818181818182
19,Tropicum vnd funden den gegen ſibengeſtirnigen hy¬,Tropicum vnd funden den gegen sibengeſtirnigen hyſ,Tropicum vnd funden den gegen sibengestirnigen hy¬,0.04,0.2857142857142857,0.2857142857142857
20,mel den wir nemen den herwagen vnd zuͦ latin polus an,mel den wir nemen den herrwagen vnd zu latin polus an,mel den wir nemen den herwagen vnd zu latin polus an,0.03773584905660377,0.18181818181818182,0.18181818181818182
21,tarticus genampt wirt/ An dem ſelben irem hymels anſe,tarricus genempte wirt/ An dem selben iren hymels anſe,tarticus genampt wirt / An dem selben item hymels anse,0.09433962264150944,0.4444444444444444,0.4444444444444444
22,hung im vmbkreiß oriſon genant den ſelben ieren hymel,hung im vmbkreiß orison genant den selben ieren hymel,chung im vmbkreiß orison genant den selben ieren hymel,0.03773584905660377,0.2222222222222222,0.2222222222222222
23,funden wir wol fünfftzig graden oder ſtaffel hoͤher/ Wir,funden wir wol fünfftzig graden oder ſtaffel höher/Wir,funden wir wol fünfftzig graden oder staffel höher  Wir,0.05357142857142857,0.2222222222222222,0.2222222222222222
24,waren ouch neher oder daby des Antarticis zirckel by,waren ouch neher oder daby des Antarticus zürtel sy,waren ouch neher oder daby ꝺes Antartiens zirckel by,0.09615384615384616,0.3333333333333333,0.3333333333333333
25,Sibentzehen graden ſemis/ Was ich da geſehen vnd er¬,Ebenſo den graden ſemus/ Was ich da geſehen vnd er,Sibenzehen graden semis / Was ich da gesehen vnd er¬,0.15384615384615385,0.4444444444444444,0.4444444444444444
26,kent hab von natur vnd weſen der ſelben litten vnd von,kent hab von natur vnd weſſen der ſelben luten vnd von,kent hab von natur vnd wesen der selben litten vnd von,0.05555555555555555,0.18181818181818182,0.18181818181818182
27,ieren wiſſen vnnd ſytten gelichnikeit vnnd ſchicklikeytt,ieren wiſen vnnd ſytten  gelichnheit vnnd ſchicklichkeyt,ieren wisen vnnd sytten gelichnikkeit vnnnd schicklikeytt,0.125,0.42857142857142855,0.42857142857142855
28,von fruchtbarkeit des ertrichs vō heilſamikeyt des luffts,von fruchtbarkeit des ertrichs vō heilsamikeit des luftes,von fruchtbarkeit des ertrichs von heilsamikeyt des luffts,0.07017543859649122,0.25,0.25
29,Uon geſtalt vnd ſchickung des hymels vnd der hymeli¬,Von geſtalt vnd ſchickung des hymels vnd der hymelſ,Von gestalt vnd schickung des hymels vnd der hymeli¬,0.057692307692307696,0.2222222222222222,0.2222222222222222
30,ſchen liben/ Und allermeyſt von den vnbeweglichen ver,chen liben/Und allermeyst von den vnbeweglichen ver,schen liben End allermeyst von den vnbeweglichen ver,0.05660377358490566,0.5,0.5
31,hafften ſternen/ der achten ſpere ſo von vnßern vorfaren,haſſten ſternen/der achten ſpere ſo von vnſern vorfaren,hafften sternen / der achten spere so von vnßern vorfaren,0.07142857142857142,0.4444444444444444,0.4444444444444444
